Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night
Female,22,Business,54.03,60.37,94.93,62.33,57.47,77.69999999999999,54.48,68.11349999999999,D,23.3,Yes,No,Bachelor's,2,8,8.2
Male,19,Business,78.09,47.42,53.85,60.73,61.11,46.900000000000006,93.64,66.233,D,9.1,Yes,Yes,Master's,1,2,6.2
Female,22,Engineering,50.68,78.74,55.42,77.36,93.95,5.6000000000000005,52.03,62.554,D,23.8,Yes,No,High School,2,3,8.9
Male,18,Business,70.59,99.8,61.7,83.94,83.72,4.5,92.88,79.447,C,18.9,Yes,Yes,High School,2,5,5.6
Female,23,CS,53.67,53.94,91.57,52.65,74.95,15.8,51.38,62.580000000000005,D,24.4,No,Yes,Bachelor's,1,1,7.5
Male,23,Mathematics,70.26,56.77,96.33,53.0,60.54,97.6,57.68,68.786,D,18.9,No,No,High School,1,6,7.8
Female,21,Business,52.0,98.31,53.2,89.21,67.07,39.900000000000006,90.02,77.136,C,20.1,Yes,No,Master's,3,2,7.2
Male,24,CS,91.76,50.73,91.83,92.97,78.72,84.3,93.01,84.50250000000001,B,11.2,Yes,No,Master's,3,7,5.8
Female,19,CS,60.49,70.67,55.49,80.22,57.77,70.5,99.11,75.541,C,23.0,No,Yes,Bachelor's,1,7,5.3
Female,23,Business,66.42,54.38,98.24,71.44,74.09,60.5,55.79,70.604,C,26.1,No,Yes,,1,1,7.0
Female,21,Engineering,93.5,95.94,75.84,92.27,70.45,94.8,76.32,81.8725,B,26.8,No,No,PhD,3,4,7.3
Female,21,Business,87.31,98.89,40.43,86.44,73.83,23.0,53.86,62.598,D,5.7,Yes,Yes,Master's,2,1,5.3
Female,19,Business,60.95,88.88,42.05,78.98,55.28,45.5,57.82,60.84049999999999,D,20.6,Yes,No,Master's,3,10,5.7
Female,22,Engineering,53.59,58.89,48.85,65.99,55.32,86.5,58.72,58.4175,F,29.7,No,Yes,PhD,2,7,8.3
Female,22,CS,85.78,64.21,51.25,59.9,98.21,55.2,53.17,59.961,F,19.7,No,No,Bachelor's,3,5,8.1
Male,22,Business,69.54,54.54,86.06,70.93,98.97,24.6,94.65,79.85749999999999,C,9.3,Yes,Yes,High School,2,8,4.9
Male,20,Engineering,88.3,93.45,53.37,64.34,71.31,20.9,56.32,62.083,D,26.9,No,Yes,Bachelor's,3,1,8.7
Female,24,Mathematics,72.26,94.87,98.15,66.96,89.45,75.3,81.47,85.963,B,11.6,No,Yes,,2,10,7.1
Female,24,Mathematics,67.3,65.13,78.17,75.78,82.79,1.3,81.29,73.41,C,6.1,No,No,,3,4,6.5
Male,22,Engineering,72.56,79.39,81.55,58.45,55.85,91.4,59.93,69.19749999999999,D,15.8,Yes,No,PhD,1,9,5.0
Male,19,CS,87.43,49.93,53.07,90.31,64.83,1.7999999999999998,99.92,70.8525,C,7.5,No,No,,3,10,7.7
Female,20,Engineering,95.11,66.1,93.56,57.28,65.68,63.1,67.37,71.831,C,7.9,No,No,,1,1,8.6
Male,24,CS,52.49,77.89,80.07,74.05,79.79,60.5,95.25,82.3875,B,16.6,Yes,Yes,PhD,3,3,4.3
Male,22,Mathematics,76.21,63.12,91.86,87.3,79.0,57.8,97.41,85.541,B,20.3,Yes,No,PhD,1,2,6.6
Female,20,Business,51.64,61.46,97.39,74.25,96.18,47.400000000000006,97.45,85.92699999999999,B,27.6,Yes,No,PhD,3,9,8.4
Female,19,Engineering,73.42,40.06,47.54,68.05,89.5,85.19999999999999,87.64,67.6035,D,22.6,Yes,Yes,PhD,3,10,8.8
Female,22,Mathematics,94.26,88.26,45.8,73.74,92.84,65.9,62.69,67.136,D,26.1,Yes,Yes,PhD,1,5,4.4
Male,18,Business,68.08,93.36,88.2,92.43,94.56,78.2,56.03,80.0935,B,15.3,No,No,Master's,1,6,8.0
Female,23,Mathematics,96.62,98.17,91.97,99.52,90.06,11.6,78.49,85.779,B,13.0,No,No,High School,1,8,5.4
Female,19,Engineering,81.53,83.16,75.03,81.56,66.64,5.0,68.0,70.7795,C,19.8,Yes,No,PhD,2,9,6.7
Male,21,Engineering,96.71,72.93,61.96,89.67,60.75,2.9,91.55,73.56500000000001,C,22.4,Yes,Yes,High School,3,8,7.9
Female,21,Business,87.86,56.16,79.16,50.72,78.59,14.7,87.25,70.591,C,19.2,No,Yes,,2,8,6.7
Male,19,Engineering,55.17,99.96,58.34,94.02,84.48,66.7,63.82,74.611,C,11.6,No,No,Master's,2,1,4.6
Male,21,Mathematics,61.56,75.39,54.3,97.7,69.33,49.400000000000006,50.85,64.1965,D,14.2,Yes,No,PhD,2,10,7.0
Male,24,Business,69.71,80.87,69.29,78.76,92.42,75.19999999999999,61.87,72.83,C,16.2,Yes,No,Master's,2,1,4.6
Male,19,Business,58.51,80.94,52.97,87.69,98.03,19.2,78.36,72.808,C,5.4,No,No,Bachelor's,1,8,5.7
Male,18,Mathematics,74.75,90.72,69.02,75.64,78.47,36.7,53.95,68.07600000000001,D,27.0,Yes,Yes,High School,1,1,6.8
Male,19,CS,73.57,40.58,97.4,64.31,72.83,88.80000000000001,82.91,76.67949999999999,C,17.8,Yes,Yes,PhD,2,5,9.0
Female,22,Business,97.81,53.21,90.39,92.61,92.14,93.6,83.58,83.4385,B,23.8,Yes,No,High School,2,4,7.6
Female,22,CS,71.69,79.93,96.5,79.84,51.21,92.2,58.47,75.3625,C,9.3,Yes,No,High School,1,5,5.5
Female,20,Mathematics,89.28,93.71,88.38,78.97,56.45,81.8,79.82,81.678,B,18.9,No,Yes,Bachelor's,1,8,8.4
Male,21,Mathematics,97.1,81.12,61.29,82.96,92.28,68.8,80.35,76.7075,C,28.2,No,Yes,High School,2,10,5.1
Female,23,Business,93.85,64.81,88.72,92.8,86.6,91.4,73.9,81.22149999999999,B,10.4,Yes,No,,2,8,5.9
Male,21,Engineering,60.43,61.69,95.37,86.6,70.81,71.39999999999999,97.66,86.035,B,13.6,Yes,Yes,High School,1,4,7.2
Female,24,Business,74.8,84.28,96.82,60.56,94.44,95.4,55.41,76.768,C,14.7,Yes,Yes,Bachelor's,1,8,6.1
Male,19,Engineering,67.39,84.47,80.99,73.34,67.57,2.5,70.33,71.89999999999999,C,14.6,No,Yes,Bachelor's,3,10,7.6
Female,23,CS,69.99,76.42,52.68,99.01,81.69,92.2,94.15,80.5085,B,20.0,No,Yes,PhD,3,5,7.3
Male,23,Engineering,68.04,57.49,42.38,77.73,81.72,55.6,69.32,62.62599999999999,D,14.8,Yes,No,,3,4,7.3
Female,21,Business,91.32,95.51,48.83,96.91,59.22,11.2,71.23,68.9215,D,21.9,Yes,Yes,High School,3,7,6.1
Male,23,Engineering,72.61,73.11,97.93,90.67,64.24,21.5,83.41,81.5715,B,17.1,Yes,No,Bachelor's,2,3,4.3
Female,23,Mathematics,76.18,87.43,67.73,83.3,95.8,85.19999999999999,83.28,81.366,B,8.9,Yes,Yes,Bachelor's,1,5,8.4
Male,22,CS,99.12,52.86,91.3,67.47,59.17,50.6,51.15,64.6665,D,28.7,No,Yes,High School,2,5,4.4
Female,18,Mathematics,53.0,60.64,67.9,65.22,58.68,98.3,72.78,68.471,D,11.0,No,No,High School,3,5,6.3
Female,19,Mathematics,74.4,92.47,79.65,82.17,73.98,11.8,66.68,74.10050000000001,C,19.1,Yes,Yes,PhD,3,2,5.5
Female,21,Mathematics,88.7,43.01,41.45,71.63,54.61,41.3,81.38,59.49849999999999,F,6.5,Yes,No,PhD,2,10,5.5
Male,22,Mathematics,57.56,70.74,54.99,89.94,94.73,33.2,77.79,72.3195,C,28.0,No,No,,2,7,5.1
Male,24,Engineering,80.58,68.9,66.18,88.02,55.01,51.6,82.54,72.92599999999999,C,28.2,Yes,Yes,PhD,1,10,5.4
Male,24,Mathematics,61.97,85.07,77.84,65.61,80.83,63.3,82.69,78.11699999999999,C,14.1,Yes,No,PhD,3,7,8.8
Male,20,Engineering,93.37,56.91,50.29,85.14,66.99,66.2,62.74,62.711,D,8.0,No,No,Master's,3,8,8.9
Male,23,Mathematics,66.35,53.14,85.87,74.73,90.21,0.1,62.32,68.37,D,24.2,No,Yes,High School,2,7,6.9
Female,23,Business,66.45,95.57,61.86,66.16,79.49,8.9,68.51,68.6715,D,11.6,No,No,PhD,1,1,6.6
Male,21,Mathematics,79.91,74.3,89.05,70.65,69.42,3.5,62.1,69.752,D,22.5,No,Yes,Master's,2,9,4.2
Female,18,Business,59.18,46.28,45.88,94.77,99.19,86.5,84.14,72.1135,C,27.9,Yes,No,Master's,2,4,8.0
Female,18,Engineering,64.24,51.58,80.79,67.98,53.31,31.3,80.14,69.0695,D,19.8,No,No,PhD,2,1,4.9
Male,21,CS,70.83,99.93,57.6,64.37,78.89,36.7,60.82,67.015,D,26.5,Yes,Yes,Bachelor's,3,10,4.7
Female,21,Engineering,67.68,51.74,87.72,67.59,99.48,45.0,94.21,80.2905,B,10.6,No,No,PhD,1,2,6.1
Male,22,CS,76.24,76.63,64.13,60.73,84.55,84.9,73.03,71.24549999999999,C,27.8,Yes,Yes,PhD,2,8,5.7
Male,24,CS,79.98,65.21,79.92,77.23,86.99,1.4,56.35,67.02,D,10.7,Yes,Yes,High School,2,8,4.5
Male,21,Mathematics,78.33,93.14,96.06,57.37,51.6,11.9,60.65,70.54150000000001,C,10.6,No,No,Bachelor's,1,9,4.7
Female,24,CS,82.71,85.31,41.24,90.87,51.07,68.5,76.99,68.366,D,27.0,No,No,,3,9,9.0
Male,20,Engineering,65.39,75.82,40.67,61.28,51.81,96.4,66.92,60.8095,D,18.9,No,Yes,PhD,2,10,7.7
Male,24,Mathematics,56.32,40.64,86.22,79.9,99.59,64.3,92.56,80.578,B,25.0,No,Yes,PhD,2,8,7.0
Male,22,CS,88.04,92.79,78.78,56.25,98.98,26.1,74.74,75.676,C,25.1,No,No,High School,3,4,5.5
Female,23,Engineering,92.54,66.68,57.58,98.92,66.73,52.0,95.76,77.236,C,21.2,Yes,No,,3,10,6.1
Male,23,CS,62.85,95.89,69.66,72.73,64.55,97.5,55.09,70.565,C,9.7,No,Yes,Master's,3,7,7.1
Female,24,CS,70.35,69.73,42.52,91.11,57.3,52.8,83.43,68.155,D,22.3,No,No,Bachelor's,2,9,7.9
Female,23,Mathematics,74.93,81.65,51.55,88.43,66.46,37.400000000000006,94.29,75.2025,C,6.6,Yes,Yes,,3,6,8.7
Male,23,Mathematics,76.67,44.16,65.47,85.68,68.51,38.3,64.65,64.0045,D,10.0,No,No,PhD,2,6,4.6
Female,19,Engineering,82.97,84.71,90.04,91.37,87.41,96.7,56.78,79.532,C,21.1,Yes,Yes,Master's,3,1,5.0
Female,20,Mathematics,52.08,60.28,68.78,55.02,93.31,71.9,72.83,69.265,D,27.7,Yes,No,High School,2,10,6.8
Male,22,Mathematics,86.07,61.08,75.18,83.92,87.34,68.7,98.07,82.135,B,24.3,No,No,PhD,3,9,8.7
Male,22,Business,53.1,47.12,92.43,63.29,82.32,23.2,81.67,73.562,C,13.3,Yes,No,High School,2,2,6.3
Male,23,Business,73.41,48.81,58.53,89.29,88.3,55.9,82.2,71.63250000000001,C,25.6,No,Yes,Bachelor's,1,3,7.2
Female,18,Engineering,91.38,51.15,82.04,97.84,86.92,35.7,83.58,78.4095,C,29.2,No,No,High School,3,5,5.5
Male,22,Mathematics,72.56,59.69,91.7,95.07,73.79,24.0,51.99,70.315,C,13.3,Yes,Yes,,3,5,8.1
Female,20,Engineering,57.45,93.52,52.16,55.75,66.79,89.60000000000001,72.28,68.2735,D,9.7,No,Yes,,1,5,7.0
Female,21,Business,99.25,62.1,61.39,68.48,64.14,38.3,53.88,59.4275,F,9.9,No,No,Bachelor's,2,4,5.9
Female,20,Business,94.46,83.46,98.79,68.22,83.97,28.3,65.79,76.99849999999999,C,15.0,No,No,Bachelor's,1,5,6.7
Female,23,Business,88.57,44.96,98.99,56.11,97.97,93.2,91.08,81.689,B,6.3,Yes,No,Bachelor's,1,3,7.5
Female,23,Engineering,70.58,75.47,53.39,54.91,79.05,19.7,82.81,66.6375,D,17.2,No,No,,2,1,5.1
Male,19,Mathematics,59.19,68.91,43.99,69.24,95.63,74.6,99.78,74.947,C,23.3,Yes,No,PhD,3,7,5.7
Male,24,CS,97.07,98.68,56.26,99.6,50.71,65.3,58.61,69.726,D,18.3,No,Yes,,3,10,5.3
Female,22,Mathematics,76.62,90.77,63.86,78.45,89.72,92.0,69.85,75.875,C,29.3,Yes,No,High School,3,2,8.8
Female,24,Engineering,92.62,67.29,66.46,81.09,92.68,83.2,90.48,79.444,C,16.5,No,Yes,Bachelor's,1,8,4.2
Male,24,Business,67.1,86.51,77.13,73.55,81.55,70.5,60.78,73.2055,C,5.3,Yes,No,Master's,2,1,4.3
Male,22,CS,66.76,51.58,93.97,83.12,96.7,31.5,57.69,72.2495,C,16.8,Yes,Yes,,3,6,5.8
Female,22,Engineering,99.28,73.74,59.82,97.83,79.5,49.6,71.38,72.53450000000001,C,28.2,No,No,Master's,2,1,6.7
Female,23,Business,76.09,44.48,91.0,79.43,62.03,94.4,69.19,73.01650000000001,C,7.4,Yes,Yes,PhD,1,8,5.6
Male,22,Engineering,57.03,60.89,45.61,53.25,60.79,2.3000000000000003,99.01,64.4205,D,10.6,No,No,,3,2,8.3
Male,18,CS,60.98,53.55,42.51,74.64,77.79,79.4,72.81,63.44799999999999,D,22.9,No,No,PhD,1,8,4.8
Female,18,Business,74.1,83.13,70.24,99.64,95.32,25.2,93.05,83.68249999999999,B,12.4,No,No,PhD,2,4,5.8
Male,21,Mathematics,52.12,69.41,43.58,69.37,53.62,18.5,94.4,66.31899999999999,D,24.1,No,No,,3,3,6.4
Male,22,Engineering,73.13,85.06,63.55,79.69,80.22,23.2,57.89,67.149,D,15.5,No,Yes,,3,2,5.0
Female,19,CS,70.95,70.92,93.81,55.33,88.49,6.0,85.77,77.27,C,24.9,No,No,PhD,3,4,5.5
Female,21,Mathematics,88.97,45.19,54.49,57.06,55.77,99.2,63.88,58.661,F,18.8,Yes,No,Bachelor's,3,10,8.7
Female,23,CS,67.75,84.12,82.36,93.73,55.84,87.0,54.74,73.6235,C,7.1,No,No,,1,10,6.6
Male,22,Engineering,99.13,89.99,58.14,65.02,68.31,52.1,93.74,75.3445,C,14.7,No,No,PhD,1,2,8.3
Female,18,CS,59.04,94.21,42.7,65.27,63.69,71.5,64.62,63.92700000000001,D,13.3,No,Yes,High School,2,3,5.3
Male,19,Business,79.55,74.32,73.4,69.36,59.92,55.7,67.27,68.86,D,25.3,Yes,Yes,Master's,3,2,7.1
Female,21,CS,54.48,85.22,90.09,98.32,59.93,81.19999999999999,66.2,79.9665,C,20.6,No,No,High School,2,2,7.8
Female,19,Engineering,86.69,85.12,64.57,54.22,56.53,84.5,60.01,64.9245,D,24.4,Yes,Yes,,1,10,6.1
Male,22,Business,99.74,49.34,77.04,90.94,80.54,23.3,71.73,71.04,C,14.3,No,No,,2,9,7.1
Male,20,CS,90.96,49.85,94.0,67.08,84.41,46.0,71.41,73.20349999999999,C,22.3,Yes,No,,1,1,8.3
Female,19,CS,77.79,44.25,87.38,92.47,85.15,63.5,70.44,75.17499999999998,C,6.6,No,Yes,,3,3,4.7
Female,19,Business,74.24,59.19,51.63,99.59,76.62,97.8,95.81,78.0195,C,5.9,Yes,No,High School,2,1,5.8
Male,23,Mathematics,91.75,68.41,84.0,67.43,97.65,68.3,66.99,74.65299999999999,C,12.2,Yes,No,Bachelor's,3,3,8.1
Female,18,Mathematics,96.8,99.87,70.11,56.47,94.03,89.80000000000001,51.52,70.3275,C,24.3,Yes,Yes,PhD,1,1,5.2
Male,22,Business,99.46,65.86,84.76,57.22,97.88,84.60000000000001,58.92,71.346,C,18.4,Yes,Yes,PhD,2,9,6.8
Male,19,CS,69.83,83.57,69.67,87.94,69.44,58.2,86.07,78.819,C,15.2,No,No,PhD,2,5,6.2
Female,22,Mathematics,99.55,81.6,47.68,57.25,93.89,89.39999999999999,79.54,70.4685,C,27.4,Yes,No,Master's,3,4,7.3
Male,18,Business,57.8,52.27,74.19,63.02,88.14,37.7,97.59,75.817,C,17.4,No,No,,3,8,7.3
Male,23,Engineering,62.68,43.51,69.53,60.22,67.0,37.9,84.72,66.953,D,20.3,No,No,High School,3,1,6.9
Male,22,CS,54.45,72.76,71.08,67.78,55.33,78.1,59.71,66.202,D,29.6,Yes,No,High School,2,9,8.7
Female,24,Engineering,63.59,82.02,92.73,53.72,84.13,13.5,56.03,69.4405,D,18.1,No,No,High School,1,2,4.9
Male,18,CS,88.4,99.9,93.69,92.84,56.82,30.6,76.04,82.3575,B,24.6,Yes,No,Bachelor's,3,8,8.2
Female,18,Mathematics,92.65,61.52,67.21,93.01,64.69,60.9,83.26,74.474,C,15.3,Yes,No,,3,7,6.4
Female,21,Engineering,88.94,93.78,67.34,70.65,75.02,42.0,58.28,68.5855,D,5.9,No,Yes,PhD,1,10,7.3
Female,23,Engineering,81.55,62.92,70.91,80.6,83.99,94.1,80.08,76.3835,C,25.9,No,Yes,PhD,2,2,5.4
Male,23,Business,75.7,81.36,71.18,82.1,96.31,95.9,93.25,84.715,B,28.6,No,No,,2,10,4.5
Male,24,Mathematics,85.44,75.9,97.02,87.46,79.66,50.3,86.38,85.154,B,15.9,Yes,No,PhD,1,10,7.9
Female,22,Mathematics,69.54,43.18,78.96,76.03,83.57,53.9,83.21,73.6365,C,17.6,No,No,PhD,3,6,5.3
Female,20,CS,92.07,44.7,56.65,75.52,65.5,72.5,89.47,69.21149999999999,D,15.6,Yes,No,,2,5,6.0
Male,24,Business,83.86,41.25,71.89,81.57,84.36,45.7,55.2,63.6765,D,29.9,Yes,No,High School,3,7,4.2
Female,21,Business,84.89,62.25,77.63,85.15,71.89,19.0,60.19,67.7135,D,27.6,Yes,Yes,Master's,3,2,7.3
Female,23,CS,76.8,84.75,78.39,67.33,92.85,74.7,51.9,70.9995,C,6.0,No,Yes,,1,10,7.4
Male,18,Engineering,94.26,50.37,75.12,66.52,69.62,73.8,57.25,64.1405,D,24.5,No,Yes,PhD,2,9,8.5
Female,23,CS,62.6,76.35,50.66,63.49,73.41,24.5,95.66,70.905,C,20.0,No,No,PhD,1,3,8.5
Male,24,CS,69.06,57.33,42.02,77.44,71.63,83.3,61.11,60.3815,D,5.6,No,Yes,Master's,2,1,7.5
Male,20,CS,88.88,87.82,60.27,68.01,90.56,61.4,83.1,75.498,C,16.1,No,No,Master's,3,8,5.6
Female,19,Business,74.64,87.9,65.65,77.02,97.68,23.6,84.58,77.4725,C,8.7,Yes,No,Master's,3,7,5.9
Male,19,CS,94.46,86.52,43.71,70.3,66.36,65.19999999999999,82.27,69.0275,D,26.8,Yes,Yes,,2,7,5.9
Male,23,CS,67.32,71.49,88.9,91.84,73.75,23.4,77.7,78.57950000000001,C,5.3,No,Yes,High School,2,4,4.6
Male,23,CS,68.47,57.07,60.64,53.66,85.3,26.5,74.31,63.9175,D,26.8,Yes,No,Master's,3,10,8.7
Female,21,Mathematics,94.44,88.57,94.82,78.61,94.77,84.80000000000001,71.0,83.799,B,28.5,Yes,Yes,Bachelor's,3,3,8.1
Female,23,Engineering,73.22,51.17,49.26,78.78,74.69,92.9,95.84,72.6735,C,6.8,Yes,No,High School,1,9,4.7
Female,20,Engineering,75.81,57.39,43.42,69.19,55.44,25.7,50.48,51.81499999999999,F,23.0,No,Yes,Master's,3,3,8.7
Male,23,Engineering,66.64,51.04,68.94,71.05,68.43,92.8,52.67,62.8325,D,18.7,No,Yes,PhD,3,7,8.2
Male,22,Engineering,63.83,80.45,51.35,90.01,77.52,23.9,74.63,69.7425,D,28.9,Yes,No,,2,7,8.6
Female,24,Business,82.8,81.17,96.24,64.03,70.88,11.7,66.53,73.47200000000001,C,25.0,Yes,No,PhD,1,10,5.4
Female,20,Business,55.99,79.15,40.62,93.57,59.33,5.8,70.41,63.409,D,22.4,Yes,Yes,PhD,1,7,5.7
Male,21,CS,93.96,64.94,64.76,94.82,51.85,24.2,99.89,76.51599999999999,C,28.1,Yes,No,,2,1,6.3
Female,22,Business,88.96,46.01,95.6,82.53,84.37,38.5,88.76,80.17099999999999,B,9.0,No,Yes,High School,2,10,5.1
Female,22,Engineering,59.54,94.67,63.07,88.64,99.64,92.8,93.87,86.029,B,14.4,No,Yes,PhD,1,2,6.3
Female,24,Mathematics,84.7,70.46,45.59,80.65,95.96,24.2,68.43,65.399,D,26.1,Yes,Yes,High School,2,2,4.0
Female,19,CS,80.13,64.42,58.17,76.26,84.16,36.5,61.98,64.4795,D,7.5,Yes,Yes,,2,3,8.4
Female,20,CS,59.23,75.33,69.88,98.33,92.08,73.4,88.4,82.917,B,28.4,No,No,Master's,1,4,4.8
Male,24,Engineering,63.66,51.57,51.11,64.13,62.79,30.2,90.38,65.03549999999998,D,23.6,No,No,PhD,2,1,6.5
Female,22,Engineering,70.45,47.95,67.99,57.71,81.12,68.4,77.49,67.6255,D,16.0,No,No,PhD,2,5,8.6
Female,21,Engineering,84.96,64.33,90.18,64.37,53.03,43.2,94.8,77.753,C,13.5,Yes,Yes,,1,1,8.1
Male,24,Business,81.94,53.63,92.36,80.73,85.36,19.6,98.37,82.271,B,8.7,Yes,No,,1,7,7.9
Male,19,CS,76.61,54.66,42.96,59.26,98.49,73.4,73.55,63.412,D,7.3,No,No,Master's,2,7,7.0
Male,22,Engineering,88.42,93.55,49.65,95.44,93.04,2.7,61.13,68.53899999999999,D,15.6,No,Yes,,3,2,6.2
Male,24,Mathematics,87.9,71.85,56.52,70.55,76.72,29.2,75.86,67.38,D,26.1,No,No,Bachelor's,3,4,6.2
Female,20,CS,80.89,69.01,75.69,92.5,89.44,35.6,99.48,83.71700000000001,B,18.3,Yes,Yes,Bachelor's,2,9,4.4
Female,19,CS,89.35,81.37,61.66,62.46,97.19,45.8,64.65,68.3935,D,16.3,Yes,No,,2,1,4.3
Female,20,Business,66.71,97.09,90.64,65.66,60.8,68.0,80.88,80.81649999999999,B,13.0,No,Yes,Master's,3,10,8.2
Female,20,CS,94.06,46.73,83.0,52.96,89.66,45.9,84.7,72.3745,C,8.9,No,Yes,Bachelor's,1,6,6.0
Male,20,Engineering,80.75,90.01,46.03,62.89,63.49,59.400000000000006,60.7,61.9715,D,29.8,Yes,No,PhD,3,10,4.3
Male,24,Engineering,91.12,75.04,77.47,74.52,93.85,59.6,79.42,77.9925,C,5.6,Yes,No,Master's,3,1,7.3
Female,19,Mathematics,77.31,48.77,46.78,97.31,54.92,37.3,65.73,60.68300000000001,D,12.8,Yes,No,,1,6,7.4
Female,24,CS,60.92,57.83,55.3,69.45,58.91,93.4,92.71,71.291,C,24.2,Yes,No,Bachelor's,2,1,5.1
Female,24,CS,77.12,68.94,50.67,81.99,86.03,95.6,85.74,74.41199999999999,C,18.0,Yes,Yes,Master's,1,3,6.1
Female,24,Business,68.56,81.47,50.38,71.39,58.74,58.2,91.31,71.70100000000001,C,12.8,No,Yes,PhD,2,4,6.9
Male,22,Engineering,84.87,54.56,76.98,52.34,57.9,7.199999999999999,59.98,59.424,F,29.8,Yes,No,,2,10,7.0
Female,23,Mathematics,73.79,72.09,73.82,75.18,77.77,49.1,51.73,66.2965,D,20.5,No,Yes,High School,3,5,6.6
Male,18,Engineering,91.81,81.08,50.56,53.3,91.75,18.4,92.53,70.651,C,12.4,Yes,No,Bachelor's,1,7,5.8
Male,22,CS,83.9,66.92,99.41,94.18,63.42,48.3,69.34,78.57650000000001,C,26.2,No,Yes,PhD,2,2,4.3
Male,19,CS,84.23,91.78,65.31,87.65,92.06,18.8,58.99,71.08500000000001,C,8.8,No,No,Master's,1,6,4.1
Male,18,Mathematics,60.86,92.17,45.82,68.93,90.4,70.4,54.59,64.557,D,16.6,No,No,Bachelor's,2,4,6.3
Female,18,CS,99.21,68.24,47.23,82.01,78.96,8.0,75.83,65.39,D,26.0,Yes,Yes,Bachelor's,1,6,5.0
Female,18,Mathematics,92.08,98.38,75.03,55.6,82.33,95.3,57.51,72.1055,C,29.6,No,Yes,,1,7,8.7
Female,23,Mathematics,89.45,44.54,98.74,85.13,52.02,19.5,78.33,73.8115,C,14.6,No,Yes,PhD,2,7,7.2
Female,24,Engineering,66.51,40.2,74.32,91.14,68.36,66.10000000000001,86.37,74.333,C,8.5,No,Yes,Bachelor's,1,5,6.9
Male,21,Mathematics,76.78,62.84,96.94,91.09,63.17,91.7,76.75,81.2515,B,19.2,Yes,No,Bachelor's,2,7,6.0
Male,19,CS,56.86,76.07,66.65,64.21,57.5,24.8,95.18,73.2485,C,28.6,Yes,No,PhD,2,3,5.6
Male,23,Business,76.92,77.75,66.15,63.19,69.48,93.4,57.78,66.6305,D,21.6,Yes,Yes,Master's,1,10,4.9
Female,23,Business,57.29,68.59,70.0,76.07,67.75,38.9,74.7,70.329,C,20.1,No,Yes,,3,5,4.3
Male,21,CS,77.65,47.49,81.85,98.39,86.44,96.1,58.16,73.24149999999999,C,12.7,No,Yes,Bachelor's,1,5,7.2
Male,18,Business,82.44,50.23,62.06,96.03,79.9,97.1,93.8,78.43900000000001,C,20.2,No,No,PhD,2,2,7.9
Male,24,Business,69.51,91.13,91.83,67.98,95.66,18.8,96.61,86.31299999999999,B,27.1,No,No,High School,2,4,8.3
Male,21,Mathematics,74.93,92.07,41.76,88.99,57.27,83.10000000000001,70.0,68.481,D,14.4,Yes,Yes,Master's,2,2,7.6
Female,21,Business,93.78,80.43,66.39,96.07,52.99,19.3,65.29,68.9235,D,11.1,No,No,,1,9,8.5
Male,23,Business,55.43,79.85,70.66,63.05,76.73,22.6,63.97,67.094,D,17.0,No,Yes,High School,3,9,8.9
Male,19,Business,89.59,75.86,76.42,91.51,50.05,8.4,92.99,77.5325,C,14.4,No,No,Master's,3,1,8.8
Female,20,Engineering,58.54,52.18,56.56,63.39,89.39,15.7,84.12,66.43549999999999,D,16.7,No,No,Bachelor's,2,2,7.0
Female,24,CS,51.84,65.7,65.65,67.16,75.3,63.2,94.03,75.24050000000001,C,7.4,Yes,Yes,,2,8,5.1
Female,21,Mathematics,59.28,81.75,69.07,59.94,74.4,44.900000000000006,55.88,64.97,D,13.4,Yes,Yes,Master's,3,3,4.5
Male,24,Business,88.25,72.24,81.21,75.35,68.12,79.1,73.8,75.348,C,25.7,Yes,No,Master's,2,3,9.0
Male,21,CS,70.26,41.11,86.41,92.17,68.75,33.2,83.81,75.2725,C,15.0,Yes,Yes,Master's,2,10,5.5
Male,18,Business,93.63,97.21,84.27,76.4,71.56,96.9,94.85,87.565,B,29.2,No,No,Master's,2,6,4.2
Male,24,Engineering,76.24,90.69,60.49,56.17,50.8,5.0,69.1,63.211499999999994,D,22.7,Yes,No,High School,2,5,6.0
Female,18,Engineering,51.11,55.63,99.97,62.59,54.18,6.3,65.65,68.15350000000001,D,14.2,Yes,Yes,,3,4,7.7
Male,23,Business,85.84,76.99,90.92,78.14,75.25,70.1,95.65,85.7245,B,11.3,Yes,Yes,Bachelor's,3,7,8.5
Male,18,Business,55.51,95.39,55.6,79.16,57.51,88.80000000000001,52.38,65.9875,D,22.1,Yes,No,,3,1,6.4
Female,24,Business,89.47,45.76,51.71,78.85,88.94,79.6,73.98,66.687,D,12.6,No,Yes,High School,1,1,5.5
Female,22,Engineering,58.41,70.18,58.84,53.85,63.72,49.0,72.93,64.0155,D,28.2,No,No,,3,1,7.9
Female,24,Engineering,67.27,67.37,67.14,87.68,54.89,27.0,57.3,64.07150000000001,D,7.9,No,Yes,High School,2,8,6.5
